date,FXAUDCAD,FXBRLCAD,FXCNYCAD,FXEURCAD,FXHKDCAD,FXINRCAD,FXIDRCAD,FXJPYCAD,FXMYRCAD,FXMXNCAD,FXNZDCAD,FXNOKCAD,FXPENCAD,FXRUBCAD,FXSARCAD,FXSGDCAD,FXZARCAD,FXKRWCAD,FXSEKCAD,FXCHFCAD,FXTWDCAD,FXTHBCAD,FXTRYCAD,FXGBPCAD,FXUSDCAD,FXVNDCAD
07/03/2019,0.9444,0.3471,0.2002,1.5084,0.1712,0.01918,0.000095,0.01204,0.3287,0.06886,0.9091,0.1537,0.406,0.02032,0.3583,0.9885,0.09291,0.001186,0.1426,1.3309,0.04349,0.0422,0.2463,1.7607,1.3438,0.000058
08/03/2019,0.9454,0.347,0.1997,1.5081,0.171,0.01917,0.000094,0.01208,0.3281,0.06882,0.9131,0.1531,0.4049,0.0202,0.3579,0.9878,0.09293,0.001184,0.1421,1.3321,0.04343,0.04229,0.2464,1.7484,1.3422,0.000058
11/03/2019,0.9467,0.3489,0.1994,1.5077,0.1709,0.0192,0.000094,0.01206,0.328,0.06907,0.9154,0.1545,0.4052,0.0203,0.3577,0.9872,0.09346,0.001183,0.1426,1.3276,0.04339,0.04232,0.2464,1.7572,1.3414,0.000058
12/03/2019,0.9476,0.3509,0.1994,1.5096,0.1704,0.01921,0.000094,0.01202,0.3276,0.06927,0.9184,0.155,0.405,0.0204,0.3567,0.9867,0.09348,0.001185,0.1428,1.3278,0.04328,0.04226,0.2451,1.7516,1.3378,0.000058
13/03/2019,0.943,0.3487,0.1987,1.5069,0.1698,0.01916,0.000093,0.01198,0.3259,0.06898,0.9122,0.1552,0.4045,0.02037,0.3553,0.9838,0.09262,0.001178,0.143,1.3258,0.04311,0.04216,0.2438,1.7589,1.3326,0.000057
14/03/2019,0.9405,0.3473,0.1982,1.5062,0.1698,0.01921,0.000093,0.01193,0.3257,0.06894,0.9086,0.1553,0.4043,0.02034,0.3554,0.9829,0.09189,0.001173,0.143,1.327,0.04309,0.04194,0.2436,1.7664,1.3327,0.000057
15/03/2019,0.9452,0.3487,0.1987,1.5107,0.17,0.01934,0.000094,0.01196,0.3261,0.06939,0.9136,0.1561,0.4046,0.0205,0.3558,0.9861,0.09251,0.001175,0.1442,1.3303,0.04322,0.0421,0.2443,1.7713,1.3342,0.000058
18/03/2019,0.9472,0.3507,0.1988,1.5132,0.17,0.01945,0.000094,0.01197,0.3272,0.06983,0.9149,0.1562,0.4046,0.02073,0.3558,0.9873,0.09247,0.001178,0.1445,1.3329,0.04335,0.04212,0.2442,1.7664,1.3345,0.000058
19/03/2019,0.9434,0.3518,0.198,1.509,0.1693,0.01926,0.000093,0.01193,0.326,0.06992,0.9122,0.1559,0.4029,0.02066,0.3544,0.9838,0.092,0.001176,0.1445,1.3299,0.04315,0.04196,0.2427,1.7639,1.3292,0.000057
20/03/2019,0.946,0.3523,0.1989,1.5146,0.1696,0.01935,0.000094,0.01197,0.3274,0.07046,0.9137,0.1562,0.404,0.02072,0.3551,0.9869,0.09278,0.00118,0.1453,1.3368,0.04325,0.04199,0.2439,1.7573,1.3317,0.000057
21/03/2019,0.9508,0.3515,0.1996,1.5194,0.1703,0.01945,0.000095,0.01207,0.329,0.07088,0.9197,0.1579,0.4058,0.02095,0.3564,0.9907,0.09391,0.001184,0.1457,1.3458,0.04336,0.04212,0.2446,1.75,1.3366,0.000058
22/03/2019,0.9507,0.3452,0.1997,1.5144,0.1709,0.01943,0.000095,0.01219,0.3299,0.07029,0.9224,0.1567,0.4062,0.02074,0.3576,0.9918,0.09276,0.00118,0.1445,1.3484,0.04344,0.04227,0.2357,1.7688,1.3411,0.000058
25/03/2019,0.9538,0.3462,0.2,1.519,0.171,0.01948,0.000095,0.0122,0.3299,0.07044,0.9266,0.1572,0.4065,0.0209,0.3578,0.994,0.09346,0.001184,0.1453,1.3523,0.04352,0.0425,0.2399,1.7716,1.342,0.000058
26/03/2019,0.9556,0.3463,0.1993,1.5109,0.1705,0.01941,0.000094,0.01211,0.3288,0.07017,0.9253,0.1568,0.4054,0.02081,0.3569,0.9905,0.09291,0.00118,0.145,1.3467,0.0434,0.04231,0.2451,1.7701,1.3386,0.000058
27/03/2019,0.9502,0.3407,0.1994,1.5101,0.1709,0.01941,0.000094,0.01215,0.3294,0.0695,0.9119,0.1556,0.4046,0.0207,0.3577,0.9898,0.09191,0.001178,0.1447,1.3486,0.04344,0.0421,0.249,1.7743,1.3414,0.000058
28/03/2019,0.9504,0.3398,0.1993,1.5078,0.1711,0.01939,0.000094,0.01214,0.3293,0.06932,0.912,0.1552,0.4047,0.02064,0.3581,0.9898,0.09171,0.00118,0.1443,1.3482,0.04349,0.04214,0.2419,1.7567,1.3429,0.000058
29/03/2019,0.9483,0.343,0.1991,1.5002,0.1702,0.01932,0.000094,0.01206,0.3273,0.06902,0.9099,0.1552,0.4026,0.02044,0.3563,0.9863,0.09249,0.001175,0.1441,1.3421,0.04331,0.04212,0.2374,1.7418,1.3363,0.000058
01/04/2019,0.9493,0.3444,0.1987,1.4961,0.1699,0.01927,0.000094,0.01199,0.3268,0.06937,0.909,0.1553,0.4028,0.02039,0.3556,0.9846,0.09407,0.001176,0.1437,1.3366,0.04329,0.04205,0.2425,1.75,1.3337,0.000057
02/04/2019,0.9428,0.3455,0.1985,1.4941,0.17,0.01936,0.000094,0.01198,0.3267,0.06953,0.9006,0.1549,0.4031,0.0204,0.3558,0.984,0.09398,0.001173,0.143,1.336,0.04327,0.04199,0.2379,1.7436,1.3344,0.000058
03/04/2019,0.9486,0.3459,0.1985,1.4975,0.1697,0.01945,0.000094,0.01195,0.3266,0.06941,0.9046,0.1556,0.4036,0.0204,0.3553,0.9846,0.09414,0.001174,0.1437,1.3365,0.04324,0.04198,0.2373,1.7533,1.3324,0.000057
04/04/2019,0.95,0.3457,0.1988,1.4984,0.1702,0.01934,0.000094,0.01197,0.3272,0.06964,0.9025,0.1555,0.405,0.0204,0.3561,0.9861,0.09453,0.001175,0.144,1.336,0.04334,0.04202,0.2387,1.7483,1.3357,0.000058
05/04/2019,0.9509,0.3465,0.1992,1.502,0.1705,0.01936,0.000095,0.01198,0.3274,0.07013,0.9006,0.1554,0.4059,0.0205,0.3569,0.9878,0.09512,0.001177,0.1441,1.3384,0.04345,0.04195,0.2382,1.7439,1.3386,0.000058
08/04/2019,0.9493,0.3454,0.1984,1.5008,0.1698,0.01915,0.000094,0.01196,0.3252,0.07023,0.8986,0.156,0.4048,0.0205,0.3553,0.9837,0.09452,0.001165,0.144,1.3338,0.04322,0.04178,0.2342,1.7398,1.3325,0.000057
09/04/2019,0.9498,0.3454,0.1984,1.5011,0.1698,0.01921,0.000094,0.01198,0.3252,0.07037,0.8981,0.1559,0.4045,0.02051,0.355,0.984,0.09471,0.001167,0.144,1.3321,0.04319,0.0419,0.234,1.7376,1.3316,0.000057
10/04/2019,0.9536,0.3481,0.1984,1.501,0.17,0.01927,0.000094,0.01201,0.3244,0.07074,0.9003,0.1567,0.4045,0.02069,0.3553,0.9852,0.09566,0.001171,0.1437,1.3298,0.04321,0.04196,0.2342,1.7444,1.3326,0.000057
11/04/2019,0.954,0.3477,0.1991,1.5066,0.1706,0.01939,0.000095,0.012,0.3252,0.07095,0.9004,0.1568,0.4058,0.02071,0.3567,0.9869,0.09546,0.001172,0.1442,1.3333,0.04335,0.042,0.2331,1.7485,1.3378,0.000058
12/04/2019,0.9568,0.3439,0.1988,1.5072,0.17,0.01926,0.000095,0.0119,0.3239,0.07105,0.9021,0.1569,0.4045,0.02071,0.3554,0.9852,0.09555,0.001175,0.1439,1.3309,0.04321,0.04195,0.2311,1.7455,1.3329,0.000057
15/04/2019,0.9582,0.3449,0.1991,1.5098,0.1704,0.01924,0.000095,0.01192,0.3249,0.07086,0.9028,0.1572,0.4051,0.02077,0.3561,0.9872,0.09527,0.001177,0.1442,1.3304,0.04326,0.04201,0.2299,1.7498,1.3354,0.000058
16/04/2019,0.9582,0.3432,0.1991,1.5088,0.1703,0.01921,0.000095,0.01193,0.3233,0.07059,0.903,0.1575,0.4054,0.0208,0.3563,0.9867,0.09507,0.001175,0.1444,1.3269,0.04328,0.04197,0.2308,1.7446,1.3361,0.000058
17/04/2019,0.9566,0.3397,0.1993,1.5064,0.1699,0.0192,0.000095,0.0119,0.3224,0.07079,0.896,0.1571,0.4045,0.02087,0.3555,0.9855,0.09534,0.001177,0.1442,1.3203,0.04329,0.04194,0.2326,1.7385,1.3332,0.000057
18/04/2019,0.9567,0.3402,0.1995,1.5038,0.1706,0.01928,0.000095,0.01195,0.323,0.0712,0.8939,0.157,0.4062,0.0209,0.3569,0.9869,0.09517,0.001177,0.1437,1.3194,0.0434,0.04206,0.2305,1.7395,1.3382,0.000058
22/04/2019,0.9526,0.3401,0.1989,1.5031,0.1702,0.01916,0.000095,0.01193,0.3231,0.07089,0.8915,0.1572,0.4044,0.02091,0.3561,0.9844,0.09439,0.00117,0.1435,1.315,0.04329,0.04187,0.229,1.7337,1.3353,0.000058
23/04/2019,0.9522,0.3406,0.1996,1.505,0.1711,0.01924,0.000095,0.012,0.3252,0.07085,0.892,0.1568,0.4055,0.02105,0.3579,0.9885,0.09393,0.001174,0.1433,1.3143,0.04348,0.04195,0.2298,1.7379,1.3421,0.000058
24/04/2019,0.9463,0.3394,0.2005,1.5063,0.1718,0.01927,0.000096,0.01204,0.3265,0.07081,0.8895,0.1564,0.4057,0.02094,0.3593,0.9901,0.09347,0.001166,0.1432,1.3217,0.04361,0.04207,0.2292,1.7428,1.3475,0.000058
25/04/2019,0.9456,0.3401,0.2001,1.5026,0.172,0.01921,0.000095,0.01209,0.3262,0.07066,0.8928,0.1556,0.4049,0.02082,0.3598,0.9896,0.09335,0.001162,0.1415,1.3221,0.0436,0.04206,0.227,1.74,1.3493,0.000058
26/04/2019,0.948,0.3423,0.2,1.5015,0.1716,0.01926,0.000095,0.01206,0.3257,0.07104,0.8972,0.1552,0.4051,0.0208,0.3589,0.9888,0.09381,0.001161,0.1418,1.3205,0.04355,0.04216,0.2265,1.7396,1.346,0.000058
29/04/2019,0.949,0.3419,0.1998,1.5029,0.1716,0.01927,0.000095,0.01204,0.3255,0.07083,0.8969,0.1551,0.4056,0.02087,0.3588,0.988,0.09399,0.00116,0.1414,1.3189,0.04353,0.04214,0.2263,1.7391,1.3456,0.000058
30/04/2019,0.9459,0.3412,0.1993,1.5055,0.1711,0.01927,0.000094,0.01205,0.3246,0.07071,0.8958,0.1555,0.4055,0.02078,0.3579,0.9865,0.09376,0.001152,0.1414,1.317,0.04343,0.04207,0.225,1.7493,1.3423,0.000058
01/05/2019,0.9439,0.3422,0.1992,1.507,0.171,0.01929,0.000094,0.01206,0.3245,0.07105,0.8915,0.1552,0.406,0.02071,0.3577,0.9869,0.09332,0.001154,0.1411,1.3215,0.04342,0.04203,0.2255,1.754,1.3416,0.000058
02/05/2019,0.9429,0.34,0.1999,1.5055,0.1716,0.0194,0.000094,0.01207,0.3254,0.07053,0.8909,0.1539,0.4062,0.02059,0.359,0.9881,0.09271,0.001154,0.1408,1.3209,0.04355,0.04203,0.2256,1.7543,1.3462,0.000058
03/05/2019,0.9421,0.3408,0.1994,1.5021,0.1712,0.01943,0.000094,0.01207,0.3242,0.07069,0.8916,0.154,0.4062,0.0206,0.3581,0.9866,0.09331,0.001151,0.1405,1.3192,0.04348,0.04206,0.225,1.7611,1.3429,0.000058
06/05/2019,0.9411,0.3399,0.1989,1.5068,0.1715,0.01939,0.000094,0.01214,0.3244,0.07085,0.8891,0.1541,0.4065,0.02063,0.3588,0.9871,0.09286,0.00115,0.1406,1.3218,0.04351,0.04219,0.2226,1.7622,1.3456,0.000058
07/05/2019,0.9441,0.3384,0.1989,1.5068,0.1717,0.01936,0.000094,0.01221,0.3248,0.07071,0.8886,0.1541,0.4067,0.02064,0.3593,0.9883,0.09324,0.001149,0.1404,1.3201,0.04355,0.04222,0.219,1.7593,1.3476,0.000058
08/05/2019,0.9426,0.3423,0.1986,1.5077,0.1716,0.01932,0.000094,0.01223,0.3246,0.07054,0.8863,0.1536,0.4064,0.0207,0.3591,0.9885,0.09373,0.001149,0.1403,1.3214,0.04352,0.04236,0.2176,1.7515,1.3466,0.000058
09/05/2019,0.9414,0.3407,0.1975,1.5127,0.1718,0.01922,0.000094,0.01229,0.3246,0.07015,0.888,0.1537,0.4061,0.02063,0.3595,0.9881,0.09385,0.00114,0.1398,1.3288,0.04349,0.04242,0.2168,1.7545,1.3483,0.000058
10/05/2019,0.9393,0.3394,0.1966,1.5079,0.171,0.01916,0.000094,0.01223,0.3227,0.07017,0.8857,0.1538,0.4048,0.02057,0.3578,0.9847,0.09461,0.001139,0.1395,1.3262,0.04331,0.04253,0.2213,1.7474,1.3418,0.000057
13/05/2019,0.9359,0.3377,0.1957,1.5128,0.1715,0.01906,0.000093,0.01232,0.3231,0.07009,0.885,0.1539,0.4046,0.02057,0.3588,0.9825,0.0939,0.001132,0.1398,1.3376,0.04321,0.04253,0.2211,1.7472,1.3457,0.000058
14/05/2019,0.9353,0.3387,0.1958,1.51,0.1716,0.01915,0.000093,0.01229,0.3229,0.0703,0.8858,0.1542,0.4052,0.0207,0.3591,0.984,0.09464,0.001135,0.1403,1.3352,0.04325,0.04275,0.2237,1.7397,1.3469,0.000058
15/05/2019,0.9316,0.3367,0.1956,1.5065,0.1714,0.01914,0.000093,0.01229,0.3222,0.07037,0.8823,0.1541,0.405,0.0208,0.3587,0.9827,0.09457,0.001132,0.14,1.3335,0.04325,0.04262,0.2236,1.7293,1.3451,0.000058
16/05/2019,0.9276,0.3346,0.1953,1.5026,0.1712,0.01917,0.000093,0.01224,0.3227,0.07044,0.8801,0.1539,0.4051,0.0208,0.3583,0.9803,0.09449,0.001129,0.1396,1.3307,0.0431,0.04248,0.223,1.72,1.3439,0.000058
17/05/2019,0.9258,0.3294,0.1947,1.5038,0.1716,0.01917,0.000093,0.01226,0.3225,0.07028,0.8785,0.1534,0.4052,0.02082,0.3591,0.9781,0.09346,0.001128,0.1397,1.3324,0.04296,0.04232,0.2226,1.7153,1.3468,0.000058
21/05/2019,0.9225,0.3295,0.1943,1.4967,0.1709,0.01925,0.000093,0.01213,0.3204,0.07043,0.8725,0.1529,0.4011,0.0208,0.3577,0.9736,0.0931,0.001124,0.1389,1.327,0.04263,0.04197,0.2216,1.7071,1.3413,0.000057
22/05/2019,0.9229,0.3327,0.1942,1.4966,0.1708,0.01924,0.000092,0.01216,0.3204,0.07065,0.8714,0.1533,0.4008,0.02085,0.3576,0.9726,0.09329,0.001126,0.1392,1.3297,0.04262,0.04199,0.2197,1.6982,1.341,0.000057
23/05/2019,0.9284,0.333,0.195,1.5043,0.1717,0.01933,0.000093,0.01229,0.3215,0.07077,0.8776,0.1538,0.4025,0.0208,0.3594,0.9765,0.0931,0.001132,0.1399,1.3409,0.04273,0.0422,0.2206,1.706,1.3478,0.000058
24/05/2019,0.9304,0.334,0.1949,1.5064,0.1713,0.01937,0.000093,0.01229,0.321,0.07055,0.8808,0.1546,0.402,0.02085,0.3586,0.9776,0.09328,0.001133,0.1408,1.3423,0.04267,0.04223,0.2212,1.7073,1.3447,0.000057
27/05/2019,0.9299,0.3339,0.1949,1.5049,0.1713,0.01934,0.000093,0.01227,0.3211,0.07055,0.8796,0.1543,0.4017,0.0209,0.3584,0.9777,0.09306,0.001135,0.1403,1.3383,0.04272,0.04224,0.2218,1.7042,1.3442,0.000057
28/05/2019,0.9336,0.3348,0.195,1.5063,0.1717,0.01937,0.000094,0.01231,0.3218,0.07036,0.8823,0.155,0.4019,0.02084,0.3594,0.9779,0.09179,0.001134,0.1409,1.3376,0.04276,0.04235,0.2236,1.7072,1.3477,0.000058
29/05/2019,0.9346,0.3386,0.1955,1.5054,0.1722,0.01936,0.000094,0.01235,0.3222,0.07036,0.8802,0.1543,0.4027,0.02075,0.3604,0.9782,0.09166,0.001131,0.1411,1.3418,0.04278,0.04246,0.2244,1.7074,1.3514,0.000058
30/05/2019,0.9333,0.3402,0.1956,1.5031,0.172,0.01933,0.000094,0.01231,0.3221,0.07069,0.8787,0.154,0.4017,0.02073,0.36,0.979,0.09199,0.001135,0.1416,1.3395,0.04273,0.04247,0.2292,1.7029,1.3501,0.000058
31/05/2019,0.9374,0.3436,0.1959,1.5098,0.1725,0.01942,0.000095,0.01246,0.3228,0.06884,0.883,0.1544,0.4011,0.0207,0.3607,0.983,0.09257,0.001136,0.1423,1.3485,0.04284,0.04283,0.2317,1.7065,1.3527,0.000058
03/06/2019,0.9381,0.3454,0.1951,1.511,0.1719,0.01947,0.000094,0.01244,0.3221,0.06814,0.8862,0.1546,0.3994,0.02063,0.3592,0.9847,0.09302,0.00114,0.1423,1.3518,0.04288,0.04297,0.2303,1.7029,1.347,0.000058
04/06/2019,0.9373,0.347,0.1942,1.5085,0.1711,0.01936,0.000094,0.0124,0.3213,0.06846,0.8856,0.1542,0.4002,0.0206,0.3577,0.9805,0.09128,0.001136,0.142,1.3505,0.0427,0.04281,0.2322,1.702,1.3414,0.000057
05/06/2019,0.9352,0.3464,0.194,1.5076,0.1709,0.01932,0.000094,0.01238,0.321,0.06851,0.8886,0.1538,0.4,0.02056,0.3573,0.9815,0.09037,0.001136,0.1421,1.3511,0.04275,0.04269,0.2341,1.7032,1.3401,0.000057
06/06/2019,0.9342,0.3452,0.1936,1.5091,0.1706,0.01932,0.000094,0.01236,0.3205,0.06785,0.8874,0.1537,0.4008,0.02053,0.3567,0.981,0.08942,0.001134,0.1421,1.3508,0.04271,0.04271,0.2315,1.7002,1.3378,0.000057
07/06/2019,0.9302,0.3438,0.1922,1.5049,0.1694,0.01914,0.000093,0.01229,0.3194,0.06762,0.8851,0.1539,0.3981,0.02049,0.3542,0.9748,0.08874,0.001124,0.1413,1.3452,0.04235,0.04248,0.2284,1.6927,1.3283,0.000057
10/06/2019,0.9239,0.342,0.1914,1.5007,0.1691,0.01908,0.000093,0.01223,0.3186,0.06907,0.8777,0.1533,0.3979,0.0205,0.3537,0.971,0.08953,0.00112,0.1409,1.34,0.04225,0.04231,0.2296,1.6827,1.3267,0.000057
11/06/2019,0.9238,0.344,0.1921,1.5034,0.1694,0.01913,0.000093,0.01223,0.3189,0.0694,0.8739,0.1539,0.3987,0.0206,0.354,0.9735,0.09034,0.001125,0.1406,1.3381,0.0423,0.04244,0.2284,1.6887,1.3278,0.000057
12/06/2019,0.9233,0.3458,0.1923,1.5042,0.17,0.01918,0.000093,0.01227,0.32,0.06943,0.8752,0.1539,0.3993,0.02052,0.3547,0.9744,0.08971,0.001124,0.1407,1.3374,0.04235,0.04255,0.2297,1.6911,1.3303,0.000057
13/06/2019,0.9211,0.3464,0.1925,1.5027,0.1702,0.01916,0.000093,0.01229,0.3198,0.06953,0.8749,0.1537,0.4,0.02062,0.3553,0.975,0.08954,0.001126,0.1405,1.3406,0.04232,0.0427,0.2269,1.6902,1.3324,0.000057
14/06/2019,0.9202,0.3443,0.1933,1.5023,0.171,0.01918,0.000093,0.01234,0.3212,0.0699,0.8705,0.1537,0.401,0.02079,0.3569,0.9767,0.09043,0.001129,0.1412,1.341,0.04249,0.04289,0.2274,1.6874,1.3385,0.000057
17/06/2019,0.9196,0.3443,0.1936,1.5056,0.1712,0.01919,0.000094,0.01235,0.3209,0.0699,0.8716,0.1537,0.4004,0.0209,0.3575,0.9782,0.09058,0.00113,0.1415,1.3428,0.04255,0.04277,0.2284,1.6847,1.3407,0.000057
18/06/2019,0.9197,0.347,0.1939,1.4994,0.171,0.01924,0.000094,0.01235,0.3203,0.07005,0.8735,0.1532,0.4011,0.0209,0.3572,0.979,0.0921,0.001138,0.1407,1.3395,0.0427,0.04287,0.2295,1.6797,1.3394,0.000057
19/06/2019,0.917,0.345,0.1933,1.4968,0.1705,0.01915,0.000094,0.01232,0.3197,0.06967,0.8712,0.153,0.4003,0.02089,0.3558,0.9771,0.09219,0.001135,0.1402,1.3402,0.04272,0.04271,0.229,1.6848,1.3343,0.000057
20/06/2019,0.9132,0.3436,0.1925,1.4897,0.1688,0.01898,0.000093,0.01227,0.318,0.06953,0.8689,0.1541,0.3978,0.02096,0.3517,0.9729,0.09229,0.001138,0.1402,1.343,0.04261,0.04272,0.2288,1.6747,1.3191,0.000057
21/06/2019,0.9143,0.3453,0.1923,1.4981,0.1691,0.01898,0.000093,0.01229,0.3184,0.06922,0.8683,0.1548,0.3998,0.02091,0.3523,0.974,0.09217,0.00114,0.1409,1.3493,0.04264,0.04291,0.2271,1.678,1.3212,0.000057
24/06/2019,0.9183,0.345,0.1919,1.5029,0.1689,0.01903,0.000093,0.01229,0.3187,0.06881,0.8727,0.1554,0.3998,0.02102,0.3518,0.9745,0.09183,0.001141,0.1419,1.3557,0.04258,0.04299,0.2272,1.6798,1.3194,0.000057
25/06/2019,0.9178,0.3432,0.1915,1.4993,0.1687,0.01901,0.000093,0.0123,0.3178,0.06852,0.8758,0.1546,0.3995,0.02096,0.3513,0.9733,0.09203,0.001141,0.1422,1.3521,0.0424,0.0429,0.2278,1.6746,1.3174,0.000057
26/06/2019,0.9172,0.3414,0.1909,1.4931,0.1682,0.01897,0.000093,0.01219,0.3166,0.06855,0.8776,0.1545,0.3979,0.02082,0.3501,0.97,0.09211,0.001137,0.1417,1.3436,0.04227,0.04271,0.2274,1.6659,1.313,0.000056
27/06/2019,0.9178,0.3401,0.1907,1.4904,0.1678,0.01899,0.000093,0.01216,0.3164,0.06847,0.8781,0.1539,0.398,0.0208,0.3496,0.9686,0.09261,0.001133,0.1413,1.3419,0.04225,0.04258,0.2272,1.6629,1.3111,0.000056
28/06/2019,0.9177,0.3415,0.1906,1.4887,0.1676,0.01898,0.000093,0.01214,0.3167,0.06821,0.8786,0.1534,0.3977,0.02074,0.349,0.9671,0.09268,0.001131,0.141,1.341,0.04223,0.04265,0.2264,1.6624,1.3087,0.000056
02/07/2019,0.917,0.3409,0.1908,1.4816,0.1681,0.01903,0.000093,0.01214,0.3169,0.06876,0.875,0.1532,0.3984,0.02071,0.3497,0.9672,0.09298,0.001124,0.1406,1.3291,0.04228,0.04286,0.2321,1.6539,1.3114,0.000056
03/07/2019,0.9192,0.3402,0.19,1.4751,0.1677,0.019,0.000093,0.01213,0.316,0.06867,0.8765,0.153,0.3969,0.0206,0.3486,0.9639,0.09287,0.001118,0.1404,1.3257,0.04206,0.04273,0.2321,1.644,1.3073,0.000056
04/07/2019,0.9169,0.3441,0.19,1.4733,0.1677,0.01906,0.000092,0.01211,0.316,0.06874,0.8732,0.153,0.3968,0.0206,0.3482,0.9631,0.09307,0.001117,0.14,1.3253,0.04203,0.04257,0.2332,1.6427,1.3059,0.000056
05/07/2019,0.9141,0.3429,0.1901,1.4702,0.168,0.01913,0.000093,0.01207,0.3167,0.06884,0.8675,0.1521,0.3977,0.02054,0.3493,0.9628,0.09235,0.001115,0.1389,1.3206,0.04202,0.04256,0.2328,1.6393,1.3099,0.000056
08/07/2019,0.9124,0.3437,0.1901,1.4671,0.1677,0.01908,0.000093,0.01204,0.3159,0.06916,0.8673,0.1514,0.3975,0.02057,0.3488,0.9622,0.09246,0.001109,0.1383,1.3169,0.04196,0.04247,0.2282,1.6369,1.3081,0.000056
09/07/2019,0.9095,0.3452,0.1906,1.4712,0.1681,0.01914,0.000093,0.01206,0.3169,0.06903,0.8674,0.1517,0.3988,0.0206,0.35,0.9641,0.09267,0.00111,0.1385,1.3216,0.0421,0.0426,0.2295,1.636,1.3127,0.000057
10/07/2019,0.9108,0.3478,0.1904,1.4728,0.1675,0.01914,0.000093,0.01206,0.3163,0.06811,0.8697,0.1524,0.3983,0.02069,0.3491,0.964,0.09325,0.001112,0.139,1.3225,0.04215,0.04262,0.2297,1.637,1.3092,0.000056
11/07/2019,0.9121,0.3482,0.1903,1.4717,0.1671,0.01911,0.000093,0.01206,0.3176,0.06839,0.8717,0.153,0.3979,0.02078,0.3485,0.9637,0.09384,0.001113,0.1393,1.322,0.04214,0.04259,0.2306,1.6386,1.3071,0.000056
12/07/2019,0.9135,0.3484,0.1895,1.4679,0.1666,0.019,0.000093,0.01207,0.317,0.06854,0.8712,0.1526,0.397,0.0207,0.3476,0.9592,0.09326,0.001106,0.139,1.3237,0.04196,0.04214,0.2278,1.6371,1.3038,0.000056
15/07/2019,0.9171,0.3478,0.1896,1.4683,0.1666,0.01903,0.000094,0.01208,0.3174,0.06872,0.8761,0.1526,0.3969,0.0208,0.3476,0.9613,0.0938,0.001105,0.1393,1.3247,0.04198,0.0422,0.2283,1.6328,1.3039,0.000056
16/07/2019,0.9166,0.347,0.1898,1.4636,0.167,0.019,0.000094,0.01206,0.3174,0.06845,0.8754,0.1525,0.3971,0.02076,0.348,0.9611,0.09373,0.001107,0.139,1.3208,0.04202,0.04222,0.2287,1.6204,1.3052,0.000056
17/07/2019,0.9152,0.3471,0.1899,1.4649,0.167,0.01896,0.000093,0.01207,0.3172,0.06855,0.8788,0.1521,0.3972,0.02077,0.348,0.9589,0.09339,0.001105,0.1394,1.3213,0.042,0.04225,0.2295,1.6225,1.3053,0.000056
18/07/2019,0.9207,0.349,0.19,1.4679,0.1672,0.01898,0.000094,0.01213,0.3177,0.06876,0.8828,0.1522,0.3977,0.02075,0.3485,0.9607,0.09405,0.001111,0.1398,1.3256,0.04209,0.04237,0.2306,1.6329,1.3069,0.000056
19/07/2019,0.9216,0.3493,0.19,1.467,0.1674,0.01899,0.000094,0.01213,0.3178,0.06875,0.885,0.1525,0.3983,0.02075,0.3485,0.9612,0.09395,0.001112,0.1394,1.3308,0.04211,0.04241,0.2314,1.6349,1.3071,0.000056
22/07/2019,0.9229,0.3505,0.1904,1.4697,0.1678,0.01901,0.000094,0.01215,0.3186,0.06875,0.8877,0.1524,0.3992,0.0208,0.3494,0.9631,0.09453,0.001114,0.1393,1.3353,0.04219,0.04247,0.2306,1.6353,1.3103,0.000056
23/07/2019,0.9208,0.3489,0.191,1.4661,0.1682,0.01905,0.000094,0.01215,0.3191,0.06868,0.8818,0.1514,0.3994,0.0208,0.3504,0.9627,0.09454,0.001114,0.1388,1.3346,0.04226,0.04252,0.2305,1.6353,1.3142,0.000057
24/07/2019,0.9169,0.3493,0.1911,1.4638,0.1681,0.01905,0.000094,0.01215,0.319,0.06883,0.8815,0.1521,0.399,0.0208,0.3503,0.9631,0.0946,0.001115,0.1393,1.3334,0.04227,0.04251,0.2301,1.6409,1.3137,0.000057
25/07/2019,0.9143,0.3475,0.1913,1.4657,0.1682,0.01905,0.000094,0.01211,0.3195,0.06902,0.877,0.1517,0.3988,0.0208,0.3505,0.9619,0.09357,0.001112,0.1392,1.328,0.04229,0.04252,0.231,1.6393,1.3146,0.000057
26/07/2019,0.9111,0.3495,0.1916,1.4668,0.1686,0.01914,0.000094,0.01213,0.32,0.06917,0.8746,0.1512,0.3997,0.02082,0.3515,0.9626,0.09246,0.001114,0.1388,1.3269,0.04239,0.04269,0.2331,1.6342,1.3182,0.000057
29/07/2019,0.9083,0.3473,0.1909,1.4653,0.1683,0.01914,0.000094,0.0121,0.319,0.06895,0.8716,0.1512,0.3988,0.0207,0.3508,0.9599,0.0927,0.001111,0.1386,1.3266,0.04231,0.04264,0.2344,1.6104,1.3159,0.000057
30/07/2019,0.9054,0.3475,0.1913,1.4683,0.1683,0.01913,0.000094,0.01212,0.3192,0.06905,0.8706,0.1505,0.4003,0.02074,0.3511,0.9607,0.09277,0.001114,0.1377,1.3294,0.04235,0.04275,0.2368,1.6018,1.3168,0.000057
